Store,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment
1,2012-05-25,"15,55,445",0,77,3.6,222,7
1,2012-06-01,"16,24,478",0,78,3.5,222,7
1,2012-06-08,"16,97,231",0,78,3.5,222,7
1,2012-06-15,"16,30,607",0,79,3.4,222,7
1,2012-06-22,"15,27,846",0,78,3.3,222,7
1,2012-06-29,"15,40,421",0,85,3.3,222,7
1,2012-07-06,"17,69,854",0,82,3.2,222,7
1,2012-07-13,"15,27,014",0,77,3.3,222,7
1,2012-07-20,"14,97,955",0,80,3.3,222,7
1,2012-07-27,"14,39,124",0,83,3.4,222,7
1,2012-08-03,"16,31,136",0,86,3.4,222,7
1,2012-08-10,"15,92,410",0,85,3.5,222,7
1,2012-08-17,"15,97,868",0,85,3.6,222,7
1,2012-08-24,"14,94,122",0,78,3.6,222,7
1,2012-08-31,"15,82,083",0,80,3.6,222,7
1,2012-09-07,"16,61,767",1,84,3.7,222,7
1,2012-09-14,"15,17,429",0,75,3.7,223,7
1,2012-09-21,"15,06,126",0,70,3.7,223,7
1,2012-09-28,"14,37,059",0,76,3.7,223,7
1,2012-10-05,"16,70,786",0,69,3.6,223,7
1,2012-10-12,"15,73,073",0,63,3.6,223,7
1,2012-10-19,"15,08,069",0,68,3.6,223,7
1,2012-10-26,"14,93,660",0,69,3.5,223,7
2,2010-02-05,"21,36,989",0,40,2.6,211,8
2,2010-02-12,"21,37,810",1,38,2.5,211,8
2,2010-02-19,"21,24,452",0,40,2.5,211,8
2,2010-02-26,"18,65,097",0,46,2.6,211,8
2,2010-03-05,"19,91,013",0,47,2.6,211,8
2,2010-03-12,"19,90,484",0,58,2.7,211,8
2,2010-03-19,"19,46,071",0,55,2.7,211,8
2,2010-03-26,"17,50,198",0,51,2.7,211,8
2,2010-04-02,"20,66,188",0,63,2.7,210,8
2,2010-04-09,"19,54,689",0,65,2.8,210,8
2,2010-04-16,"18,74,958",0,68,2.8,210,8
2,2010-04-23,"18,21,991",0,65,2.8,210,8
2,2010-04-30,"18,02,450",0,67,2.8,210,8
2,2010-05-07,"20,42,582",0,71,2.8,210,8
2,2010-05-14,"18,80,752",0,73,2.9,210,8
2,2010-05-21,"18,96,937",0,75,2.8,210,8
2,2010-05-28,"19,57,114",0,81,2.8,211,8
2,2010-06-04,"21,02,540",0,82,2.7,211,8
2,2010-06-11,"20,25,539",0,83,2.7,211,8
2,2010-06-18,"20,01,637",0,86,2.6,211,8
2,2010-06-25,"19,39,927",0,86,2.7,211,8
2,2010-07-02,"20,03,941",0,83,2.7,211,8
2,2010-07-09,"18,80,903",0,83,2.6,211,8
2,2010-07-16,"18,45,880",0,85,2.6,211,8
2,2010-07-23,"17,81,718",0,88,2.6,211,8
2,2010-07-30,"18,04,246",0,83,2.6,211,8
2,2010-08-06,"19,91,910",0,90,2.6,211,8
2,2010-08-13,"18,95,601",0,89,2.7,211,8
2,2010-08-20,"19,64,335",0,89,2.7,211,8
2,2010-08-27,"18,63,840",0,87,2.6,211,8
2,2010-09-03,"19,04,608",0,82,2.6,211,8
2,2010-09-10,"18,39,129",1,79,2.6,211,8
2,2010-09-17,"17,93,904",0,82,2.6,211,8
2,2010-09-24,"17,24,557",0,82,2.6,211,8
2,2010-10-01,"18,27,440",0,69,2.6,211,8
2,2010-10-08,"18,49,921",0,63,2.6,211,8
2,2010-10-15,"17,94,355",0,66,2.7,211,8
2,2010-10-22,"17,37,948",0,69,2.7,212,8
2,2010-10-29,"18,02,755",0,66,2.7,212,8
2,2010-11-05,"19,39,061",0,58,2.7,212,8
2,2010-11-12,"19,16,813",0,60,2.7,212,8
2,2010-11-19,"19,56,739",0,51,2.8,212,8
2,2010-11-26,"26,58,725",1,63,2.7,211,8
2,2010-12-03,"20,15,781",0,49,2.7,211,8
2,2010-12-10,"23,78,727",0,46,2.8,211,8
2,2010-12-17,"26,09,167",0,48,2.9,211,8
2,2010-12-24,"34,36,008",0,50,2.9,211,8
2,2010-12-31,"17,50,435",1,47,2.9,211,8
2,2011-01-07,"17,58,051",0,45,3,211,8
2,2011-01-14,"17,44,194",0,33,3,211,8
2,2011-01-21,"17,51,385",0,41,3,211,8
2,2011-01-28,"16,95,372",0,43,3,212,8
2,2011-02-04,"19,29,346",0,38,3,212,8
2,2011-02-11,"21,68,042",1,33,3,213,8
2,2011-02-18,"20,80,885",0,58,3,213,8
2,2011-02-25,"18,33,511",0,61,3.1,213,8
2,2011-03-04,"19,81,608",0,58,3.3,213,8
2,2011-03-11,"18,79,107",0,53,3.5,214,8
2,2011-03-18,"19,02,558",0,62,3.5,214,8
2,2011-03-25,"17,66,162",0,69,3.5,214,8
2,2011-04-01,"18,00,171",0,55,3.5,214,8
2,2011-04-08,"18,47,553",0,67,3.6,215,8
2,2011-04-15,"18,56,468",0,69,3.7,215,8
2,2011-04-22,"18,86,340",0,69,3.8,215,8
2,2011-04-29,"17,45,545",0,69,3.8,215,8
2,2011-05-06,"18,37,744",0,61,3.9,215,8
2,2011-05-13,"18,38,513",0,75,3.9,216,8
2,2011-05-20,"16,88,282",0,67,3.9,215,8
2,2011-05-27,"17,97,733",0,76,3.8,215,8
2,2011-06-03,"19,33,756",0,83,3.7,215,8
2,2011-06-10,"19,29,153",0,83,3.6,215,8
2,2011-06-17,"19,53,772",0,87,3.6,215,8
2,2011-06-24,"17,90,926",0,85,3.6,215,8
2,2011-07-01,"18,66,243",0,86,3.5,215,8
2,2011-07-08,"18,53,162",0,88,3.5,215,8
2,2011-07-15,"17,85,187",0,90,3.6,215,8
2,2011-07-22,"17,43,816",0,89,3.7,215,8
2,2011-07-29,"16,80,693",0,90,3.7,215,8
2,2011-08-05,"18,76,704",0,93,3.7,215,8
2,2011-08-12,"18,12,768",0,92,3.6,215,8
2,2011-08-19,"18,44,095",0,90,3.6,215,8
2,2011-08-26,"18,21,140",0,90,3.5,215,8
2,2011-09-02,"18,09,120",0,90,3.5,215,8
2,2011-09-09,"17,48,001",1,78,3.5,216,8
2,2011-09-16,"16,91,440",0,79,3.5,216,8
2,2011-09-23,"16,69,300",0,76,3.5,216,8
2,2011-09-30,"16,50,394",0,78,3.4,216,8
2,2011-10-07,"18,37,553",0,70,3.3,217,7
2,2011-10-14,"17,43,882",0,72,3.3,217,7
2,2011-10-21,"18,34,680",0,65,3.4,217,7
2,2011-10-28,"17,69,296",0,66,3.4,217,7
2,2011-11-04,"19,59,708",0,56,3.3,217,7
2,2011-11-11,"19,20,725",0,59,3.3,218,7
2,2011-11-18,"19,02,763",0,62,3.3,218,7
2,2011-11-25,"26,14,202",1,56,3.2,218,7
2,2011-12-02,"19,54,952",0,49,3.2,218,7
2,2011-12-09,"22,90,549",0,42,3.2,219,7
2,2011-12-16,"24,32,737",0,50,3.2,219,7
2,2011-12-23,"32,24,370",0,47,3.1,219,7
2,2011-12-30,"18,74,227",1,45,3.1,219,7
2,2012-01-06,"17,99,520",0,47,3.2,219,7
2,2012-01-13,"17,44,725",0,46,3.3,220,7
2,2012-01-20,"17,11,769",0,52,3.3,220,7
2,2012-01-27,"16,60,906",0,51,3.3,220,7
2,2012-02-03,"19,35,300",0,55,3.4,220,7
2,2012-02-10,"21,03,323",1,47,3.4,220,7
2,2012-02-17,"21,96,688",0,44,3.5,220,7
2,2012-02-24,"18,61,803",0,55,3.6,220,7
2,2012-03-02,"19,52,556",0,59,3.6,220,7
2,2012-03-09,"19,37,628",0,57,3.7,221,7
2,2012-03-16,"19,76,082",0,64,3.7,221,7
2,2012-03-23,"17,90,439",0,64,3.8,221,7
2,2012-03-30,"18,57,481",0,67,3.8,221,7
2,2012-04-06,"21,29,036",0,68,3.9,221,7
2,2012-04-13,"19,35,869",0,68,3.9,221,7
2,2012-04-20,"18,47,344",0,66,3.9,221,7
2,2012-04-27,"17,64,133",0,67,3.8,221,7
2,2012-05-04,"19,23,957",0,77,3.7,221,7
2,2012-05-11,"19,17,521",0,74,3.7,221,7
2,2012-05-18,"20,00,941",0,71,3.6,221,7
2,2012-05-25,"19,12,791",0,78,3.6,221,7
2,2012-06-01,"19,10,092",0,78,3.5,221,7
2,2012-06-08,"20,10,216",0,79,3.5,221,7
2,2012-06-15,"19,62,924",0,81,3.4,221,7
2,2012-06-22,"18,87,733",0,81,3.3,221,7
2,2012-06-29,"18,81,046",0,86,3.3,221,7
2,2012-07-06,"20,41,507",0,84,3.2,222,7
2,2012-07-13,"18,30,075",0,80,3.3,222,7
2,2012-07-20,"18,19,666",0,83,3.3,222,7
2,2012-07-27,"17,57,924",0,86,3.4,222,7
2,2012-08-03,"19,46,105",0,90,3.4,222,7
2,2012-08-10,"18,66,720",0,89,3.5,222,7
2,2012-08-17,"19,28,016",0,85,3.6,222,7
2,2012-08-24,"18,76,788",0,77,3.6,222,7
2,2012-08-31,"19,47,083",0,83,3.6,222,7
2,2012-09-07,"18,98,777",1,88,3.7,222,7
2,2012-09-14,"18,14,807",0,76,3.7,222,7
2,2012-09-21,"18,29,416",0,71,3.7,222,7
2,2012-09-28,"17,46,471",0,79,3.7,223,7
2,2012-10-05,"19,98,321",0,70,3.6,223,6
2,2012-10-12,"19,00,745",0,61,3.6,223,6
2,2012-10-19,"18,47,990",0,68,3.6,223,6
2,2012-10-26,"18,34,458",0,70,3.5,223,6
3,2010-02-05,"4,61,622",0,46,2.6,214,7
3,2010-02-12,"4,20,729",1,48,2.5,215,7
3,2010-02-19,"4,21,642",0,47,2.5,215,7
3,2010-02-26,"4,07,205",0,52,2.6,215,7
3,2010-03-05,"4,15,202",0,53,2.6,215,7
3,2010-03-12,"3,84,201",0,63,2.7,215,7
3,2010-03-19,"3,75,329",0,60,2.7,215,7
3,2010-03-26,"3,59,949",0,57,2.7,214,7
3,2010-04-02,"4,23,294",0,66,2.7,214,7
3,2010-04-09,"4,15,870",0,68,2.8,214,7
3,2010-04-16,"3,54,993",0,67,2.8,214,7
3,2010-04-23,"3,39,977",0,68,2.8,214,7
3,2010-04-30,"3,61,248",0,70,2.8,214,7
3,2010-05-07,"3,99,324",0,73,2.8,214,7
3,2010-05-14,"3,84,358",0,77,2.9,214,7
3,2010-05-21,"3,43,763",0,76,2.8,214,7
3,2010-05-28,"3,50,089",0,79,2.8,214,7
3,2010-06-04,"3,96,969",0,79,2.7,214,7
3,2010-06-11,"3,55,017",0,82,2.7,215,7
3,2010-06-18,"3,64,077",0,84,2.6,215,7
3,2010-06-25,"3,57,346",0,84,2.7,215,7
3,2010-07-02,"3,81,152",0,82,2.7,215,7
3,2010-07-09,"3,49,214",0,82,2.6,214,7
3,2010-07-16,"3,52,729",0,84,2.6,214,7
3,2010-07-23,"3,52,864",0,83,2.6,215,7
3,2010-07-30,"3,47,955",0,82,2.6,215,7
3,2010-08-06,"4,02,636",0,85,2.6,215,7
3,2010-08-13,"3,39,597",0,87,2.7,215,7
3,2010-08-20,"3,51,728",0,88,2.7,215,7
3,2010-08-27,"3,62,134",0,86,2.6,215,7
3,2010-09-03,"3,66,474",0,84,2.6,215,7
3,2010-09-10,"3,52,261",1,81,2.6,215,7
3,2010-09-17,"3,63,065",0,82,2.6,215,7
3,2010-09-24,"3,55,627",0,77,2.6,215,7
3,2010-10-01,"3,58,784",0,74,2.6,215,8
3,2010-10-08,"3,95,107",0,67,2.6,215,8
3,2010-10-15,"3,45,584",0,70,2.7,215,8
3,2010-10-22,"3,48,896",0,72,2.7,215,8
3,2010-10-29,"3,48,592",0,72,2.7,215,8
3,2010-11-05,"4,23,176",0,63,2.7,215,8
3,2010-11-12,"3,86,635",0,63,2.7,215,8
3,2010-11-19,"3,72,545",0,58,2.8,215,8
3,2010-11-26,"5,65,568",1,69,2.7,215,8
3,2010-12-03,"4,76,421",0,54,2.7,215,8
3,2010-12-10,"4,67,642",0,51,2.8,215,8
3,2010-12-17,"4,98,159",0,52,2.9,215,8
3,2010-12-24,"6,05,990",0,57,2.9,215,8
3,2010-12-31,"3,82,678",1,53,2.9,215,8
3,2011-01-07,"3,78,241",0,53,3,215,8
3,2011-01-14,"3,81,061",0,45,3,215,8
3,2011-01-21,"3,50,877",0,51,3,215,8
3,2011-01-28,"3,64,866",0,49,3,216,8
3,2011-02-04,"4,38,517",0,46,3,216,8
3,2011-02-11,"4,30,526",1,44,3,216,8
3,2011-02-18,"4,32,782",0,62,3,217,8
3,2011-02-25,"3,97,211",0,67,3.1,217,8
3,2011-03-04,"4,37,085",0,65,3.3,217,8
3,2011-03-11,"4,04,753",0,61,3.5,217,8
3,2011-03-18,"3,92,110",0,69,3.5,218,8
3,2011-03-25,"3,80,684",0,73,3.5,218,8
3,2011-04-01,"3,74,556",0,69,3.5,218,8
3,2011-04-08,"3,84,075",0,73,3.6,218,8
3,2011-04-15,"3,66,251",0,76,3.7,219,8
3,2011-04-22,"3,91,860",0,77,3.8,219,8
3,2011-04-29,"3,67,405",0,79,3.8,219,8
3,2011-05-06,"4,13,042",0,69,3.9,219,8
3,2011-05-13,"3,86,313",0,80,3.9,219,8
3,2011-05-20,"3,64,603",0,76,3.9,219,8
3,2011-05-27,"3,69,351",0,84,3.8,219,8
3,2011-06-03,"3,94,508",0,84,3.7,219,8
3,2011-06-10,"3,91,639",0,85,3.6,218,8
3,2011-06-17,"4,03,423",0,87,3.6,218,8
3,2011-06-24,"3,85,521",0,85,3.6,218,8
3,2011-07-01,"3,68,963",0,85,3.5,219,8
3,2011-07-08,"3,95,146",0,85,3.5,219,8
3,2011-07-15,"3,73,454",0,87,3.6,219,8
3,2011-07-22,"3,60,617",0,86,3.7,219,8
3,2011-07-29,"3,45,381",0,88,3.7,219,8
3,2011-08-05,"4,09,981",0,88,3.7,219,8
3,2011-08-12,"3,80,377",0,89,3.6,219,8
3,2011-08-19,"3,79,717",0,88,3.6,219,8
3,2011-08-26,"3,66,368",0,88,3.5,219,8
3,2011-09-02,"3,75,989",0,89,3.5,219,8
3,2011-09-09,"3,77,347",1,82,3.5,219,8
3,2011-09-16,"3,75,630",0,84,3.5,219,8
3,2011-09-23,"3,65,249",0,80,3.5,220,8
3,2011-09-30,"3,68,478",0,83,3.4,220,8
3,2011-10-07,"4,03,342",0,76,3.3,220,7
3,2011-10-14,"3,68,283",0,74,3.3,221,7
3,2011-10-21,"3,94,976",0,69,3.4,221,7
3,2011-10-28,"3,89,541",0,71,3.4,221,7
3,2011-11-04,"4,59,443",0,59,3.3,221,7
3,2011-11-11,"4,07,764",0,62,3.3,221,7
3,2011-11-18,"3,98,839",0,64,3.3,222,7
3,2011-11-25,"5,56,925",1,68,3.2,222,7
3,2011-12-02,"4,72,511",0,55,3.2,222,7
3,2011-12-09,"4,68,773",0,49,3.2,222,7
3,2011-12-16,"5,10,748",0,58,3.2,223,7
3,2011-12-23,"5,51,221",0,53,3.1,223,7
3,2011-12-30,"4,10,554",1,48,3.1,223,7
3,2012-01-06,"3,98,178",0,52,3.2,223,7
3,2012-01-13,"3,67,439",0,52,3.3,223,7
3,2012-01-20,"3,65,819",0,56,3.3,223,7
3,2012-01-27,"3,49,518",0,58,3.3,224,7
3,2012-02-03,"4,24,961",0,59,3.4,224,7
3,2012-02-10,"4,73,292",1,52,3.4,224,7
3,2012-02-17,"4,75,591",0,52,3.5,224,7
3,2012-02-24,"4,18,925",0,60,3.6,224,7
3,2012-03-02,"4,69,753",0,62,3.6,224,7
3,2012-03-09,"4,45,162",0,61,3.7,225,7
3,2012-03-16,"4,11,776",0,64,3.7,225,7
3,2012-03-23,"4,13,907",0,67,3.8,225,7
3,2012-03-30,"4,07,489",0,69,3.8,225,7
3,2012-04-06,"5,03,232",0,73,3.9,225,7
3,2012-04-13,"4,20,790",0,73,3.9,225,7
3,2012-04-20,"4,34,822",0,72,3.9,225,7
3,2012-04-27,"3,94,616",0,73,3.8,225,7
3,2012-05-04,"4,39,914",0,80,3.7,225,7
3,2012-05-11,"4,31,985",0,75,3.7,225,7
3,2012-05-18,"4,18,113",0,72,3.6,225,7
3,2012-05-25,"4,13,701",0,79,3.6,225,7
3,2012-06-01,"4,32,269",0,82,3.5,225,7
3,2012-06-08,"4,46,337",0,82,3.5,225,7
3,2012-06-15,"4,42,075",0,85,3.4,225,7
3,2012-06-22,"4,19,498",0,83,3.3,225,7
3,2012-06-29,"4,22,965",0,86,3.3,225,7
3,2012-07-06,"4,11,207",0,83,3.2,225,6
3,2012-07-13,"4,16,913",0,82,3.3,225,6
3,2012-07-20,"4,32,425",0,81,3.3,225,6
3,2012-07-27,"3,89,428",0,85,3.4,225,6
3,2012-08-03,"4,19,990",0,87,3.4,225,6
3,2012-08-10,"3,91,812",0,86,3.5,225,6
3,2012-08-17,"3,94,919",0,87,3.6,226,6
3,2012-08-24,"4,12,450",0,83,3.6,226,6
3,2012-08-31,"4,08,839",0,85,3.6,226,6
3,2012-09-07,"4,08,230",1,85,3.7,226,6
3,2012-09-14,"4,07,589",0,78,3.7,226,6
3,2012-09-21,"4,14,392",0,73,3.7,226,6
3,2012-09-28,"3,89,813",0,77,3.7,227,6
3,2012-10-05,"4,43,558",0,73,3.6,227,6
3,2012-10-12,"4,10,804",0,70,3.6,227,6
3,2012-10-19,"4,24,513",0,73,3.6,227,6
3,2012-10-26,"4,05,433",0,75,3.5,227,6
4,2010-02-05,"21,35,144",0,44,2.6,126,9
4,2010-02-12,"21,88,307",1,29,2.6,126,9
4,2010-02-19,"20,49,860",0,36,2.5,127,9
4,2010-02-26,"19,25,729",0,41,2.6,127,9
4,2010-03-05,"19,71,057",0,43,2.7,127,9
4,2010-03-12,"18,94,324",0,50,2.7,127,9
4,2010-03-19,"18,97,429",0,55,2.7,127,9
4,2010-03-26,"17,62,539",0,40,2.8,127,9
4,2010-04-02,"19,79,247",0,49,2.7,127,8
4,2010-04-09,"18,18,453",0,54,2.8,127,8
4,2010-04-16,"18,51,520",0,56,2.8,127,8
4,2010-04-23,"18,02,678",0,57,2.8,126,8
4,2010-04-30,"18,17,273",0,53,2.8,126,8
4,2010-05-07,"20,00,626",0,57,2.8,126,8
4,2010-05-14,"18,75,597",0,62,2.8,126,8
4,2010-05-21,"19,03,753",0,67,2.8,126,8
4,2010-05-28,"18,57,534",0,68,2.8,126,8
4,2010-06-04,"19,03,291",0,71,2.7,126,8
4,2010-06-11,"18,70,619",0,78,2.7,126,8
4,2010-06-18,"19,29,736",0,82,2.6,126,8
4,2010-06-25,"18,46,652",0,81,2.7,126,8
4,2010-07-02,"18,81,337",0,74,2.7,126,7
4,2010-07-09,"18,12,208",0,80,2.6,126,7
4,2010-07-16,"18,98,428",0,79,2.6,126,7
4,2010-07-23,"18,48,427",0,80,2.6,126,7
4,2010-07-30,"17,96,638",0,81,2.7,126,7
4,2010-08-06,"19,07,639",0,77,2.6,126,7
4,2010-08-13,"20,07,051",0,78,2.7,126,7
4,2010-08-20,"19,97,181",0,79,2.7,126,7
4,2010-08-27,"18,48,404",0,74,2.6,126,7
4,2010-09-03,"19,35,858",0,77,2.6,126,7
4,2010-09-10,"18,65,821",1,74,2.6,126,7
4,2010-09-17,"18,99,960",0,65,2.6,126,7
4,2010-09-24,"18,10,685",0,61,2.6,126,7
4,2010-10-01,"18,42,821",0,64,2.6,126,7
4,2010-10-08,"19,51,495",0,68,2.6,126,7
4,2010-10-15,"18,67,345",0,62,2.7,126,7
4,2010-10-22,"19,27,610",0,64,2.7,126,7
4,2010-10-29,"19,33,333",0,57,2.7,126,7
4,2010-11-05,"20,13,116",0,52,2.7,126,7
4,2010-11-12,"19,99,794",0,53,2.7,127,7
4,2010-11-19,"20,97,809",0,48,2.8,127,7
4,2010-11-26,"27,89,469",1,48,2.8,127,7
4,2010-12-03,"21,02,530",0,46,2.7,127,7
4,2010-12-10,"23,02,505",0,42,2.9,127,7
4,2010-12-17,"27,40,057",0,47,2.9,127,7
4,2010-12-24,"35,26,713",0,43,2.9,127,7
4,2010-12-31,"17,94,869",1,38,3,127,7
4,2011-01-07,"18,62,476",0,39,3,127,7
4,2011-01-14,"18,65,502",0,32,3,127,7
4,2011-01-21,"18,86,394",0,38,3,127,7
4,2011-01-28,"18,14,241",0,41,3,128,7
4,2011-02-04,"21,19,086",0,35,3,128,7
4,2011-02-11,"21,87,847",1,33,3,128,7
4,2011-02-18,"23,16,496",0,48,3.1,128,7
4,2011-02-25,"20,78,095",0,49,3.1,128,7
4,2011-03-04,"21,03,456",0,47,3.3,128,7
4,2011-03-11,"20,39,818",0,51,3.5,128,7
4,2011-03-18,"21,16,475",0,52,3.5,129,7
4,2011-03-25,"19,44,164",0,59,3.5,129,7
4,2011-04-01,"19,00,246",0,57,3.5,129,6
4,2011-04-08,"20,74,953",0,63,3.6,129,6
4,2011-04-15,"19,60,588",0,62,3.7,129,6
4,2011-04-22,"22,20,601",0,69,3.8,129,6
4,2011-04-29,"18,78,167",0,64,3.8,129,6
4,2011-05-06,"20,63,683",0,63,3.9,129,6
4,2011-05-13,"20,02,362",0,71,3.9,129,6
4,2011-05-20,"20,15,563",0,70,3.9,129,6
4,2011-05-27,"19,86,598",0,74,3.8,129,6
